"Group","Family","Scientific_name","Name_Status","Accepted_Name","FloraStatus","FloraPage","ConceptNum","Acronym","Scientific_name_auths"
"Dicotyledons","Apiaceae","Ligusticum filicinum var. filicinum","Synonym","Ligusticum filicinum",,,2381,"LIGFILFIL","Ligusticum filicinum S. Watson var. filicinum "
"Dicotyledons","Apiaceae","Ligusticum filicinum var. tenuifolium","Synonym","Ligusticum tenuifolium",,,2408,"LIGFILTEN","Ligusticum filicinum S. Watson var. tenuifolium (S. Watson) Mathias & Constance "
"Dicotyledons","Apiaceae","Ligusticum grayi","Accepted","Ligusticum grayi","Fully described","vol2, pg104",2386,"LIGGRA","Ligusticum grayi J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Ligusticum tenuifolium","Accepted","Ligusticum tenuifolium","Fully described","vol2, pg104",2408,"LIGTEN","Ligusticum tenuifolium S. Watson "
"Dicotyledons","Apiaceae","Lilaeopsis occidentalis","Accepted","Lilaeopsis occidentalis","Fully described","vol2, pg104",2395,"LILOCC","Lilaeopsis occidentalis J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium alatum","Synonym","Lomatium triternatum",,,2482,"LOMALA","Lomatium alatum (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium ambiguum","Accepted","Lomatium ambiguum","Fully described","vol2, pg110",2415,"LOMAMB","Lomatium ambiguum (Nutt.) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium ambiguum var. leptocarpum","Synonym","Lomatium leptocarpum",,,2453,"LOMAMBLEP","Lomatium ambiguum (Nutt.) J.M. Coult. & Rose var. leptocarpum (Torr. & Gray) Jeps. "
"Dicotyledons","Apiaceae","Lomatium angustatum","Synonym","Lomatium martindalei",,,2456,"LOMANG","Lomatium angustatum (J.M. Coult. & Rose) H. St. John "
"Dicotyledons","Apiaceae","Lomatium angustatum var. flavum","Synonym","Lomatium martindalei",,,2456,"LOMANGFLA","Lomatium angustatum (J.M. Coult. & Rose) H. St. John var. flavum G.N. Jones "
"Dicotyledons","Apiaceae","Lomatium anomalum","Synonym","Lomatium triternatum",,,2482,"LOMANO","Lomatium anomalum M.E. Jones ex J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium artemisiarum","Synonym","Lomatium macrocarpum",,,2454,"LOMART","Lomatium artemisiarum (Piper) Piper "
"Dicotyledons","Apiaceae","Lomatium bentonitum","Accepted","Lomatium bentonitum","Fully described","vol2, pg110",14048,"LOMBEN","Lomatium bentonitum K. Carlson & Mansfield "
"Dicotyledons","Apiaceae","Lomatium bicolor var. leptocarpum","Synonym","Lomatium leptocarpum",,,2453,"LOMBICLEP","Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. leptocarpum (Torr. & A. Gray) Schlessman "
"Dicotyledons","Apiaceae","Lomatium bradshawii","Accepted","Lomatium bradshawii","Fully described","vol2, pg110",2416,"LOMBRA","Lomatium bradshawii (Rose ex Mathias) Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium brevifolium","Synonym","Lomatium triternatum",,,2482,"LOMBRE","Lomatium brevifolium (J.M. Coult. & Rose) J.M. Coult. & Rose
Rose, Joseph Nelson "
"Dicotyledons","Apiaceae","Lomatium brunsfeldianum","Accepted","Lomatium brunsfeldianum","Fully described","vol2, pg111",14316,"LOMBRU","Lomatium brunsfeldianum Kemper & R.P. McNeill "
"Dicotyledons","Apiaceae","Lomatium californicum","Accepted","Lomatium californicum","Fully described","vol2, pg111",2417,"LOMCAL","Lomatium californicum (Nutt.) Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium canbyi","Accepted","Lomatium canbyi","Fully described","vol2, pg112",2419,"LOMCAN","Lomatium canbyi (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium circumdatum","Synonym","Lomatium cous",,,2422,"LOMCIR","Lomatium circumdatum (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium columbianum","Accepted","Lomatium columbianum","Fully described","vol2, pg112",2424,"LOMCOL","Lomatium columbianum Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium cookii","Accepted","Lomatium cookii","Fully described","vol2, pg112",4393,"LOMCOO","Lomatium cookii Kagan "
"Dicotyledons","Apiaceae","Lomatium cous","Accepted","Lomatium cous","Fully described","vol2, pg113",2422,"LOMCOU","Lomatium cous (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium cusickii","Accepted","Lomatium cusickii","Fully described","vol2, pg113",2427,"LOMCUS","Lomatium cusickii (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium dissectum","Accepted","Lomatium dissectum","Fully described","vol2, pg114",9006,"LOMDIS","Lomatium dissectum (Nutt.) Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium dissectum var. dissectum","Accepted","Lomatium dissectum var. dissectum","Fully described","vol2, pg114",2429,"LOMDISDIS","Lomatium dissectum (Nutt.) Mathias & Constance var. dissectum "
"Dicotyledons","Apiaceae","Lomatium dissectum var. eatonii","Synonym","Lomatium dissectum var. multifidum",,,2431,"LOMDISEAT","Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist "
"Dicotyledons","Apiaceae","Lomatium dissectum var. multifidum","Accepted","Lomatium dissectum var. multifidum","Fully described","vol2, pg114",2431,"LOMDISMUL","Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium donnellii","Accepted","Lomatium donnellii","Fully described","vol2, pg114",2432,"LOMDON","Lomatium donnellii (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium ellipticum","Synonym","Lomatium macrocarpum",,,2454,"LOMELL","Lomatium ellipticum (Torr. & A. Gray) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium engelmannii","Accepted","Lomatium engelmannii","Fully described","vol2, pg115",2434,"LOMENG","Lomatium engelmannii Mathias "
"Dicotyledons","Apiaceae","Lomatium erythrocarpum","Accepted","Lomatium erythrocarpum","Fully described","vol2, pg115",2435,"LOMERY","Lomatium erythrocarpum Meinke & Constance "
"Dicotyledons","Apiaceae","Lomatium farinosum","Accepted","Lomatium farinosum",,,9007,"LOMFAR","Lomatium farinosum (Geyer ex Hook.) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium farinosum var. hambleniae","Accepted","Lomatium farinosum var. hambleniae","Fully described","vol2, pg115",2437,"LOMFARHAM","Lomatium farinosum (Geyer ex Hook.) J.M. Coult. & Rose var. hambleniae (Mathias & Constance) Schlessman "
"Dicotyledons","Apiaceae","Lomatium filicinum","Synonym","Lomatium brunsfeldianum",,,14316,"LOMFIL","Lomatium filicinum (M.E. Jones) Mansfield & McK. Stevens "
"Dicotyledons","Apiaceae","Lomatium foeniculaceum","Accepted","Lomatium foeniculaceum","Fully described","vol2, pg116",9008,"LOMFOE","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium foeniculaceum ssp. macdougalii","Synonym","Lomatium foeniculaceum var. macdougalii",,,2439,"LOMFOEMAC2","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. macdougalii (J.M. Coult. & Rose) W.L. Theob. "
"Dicotyledons","Apiaceae","Lomatium foeniculaceum var. fimbriatum","Accepted","Lomatium foeniculaceum var. fimbriatum","Fully described","vol2, pg116",12734,"LOMFOEFIM","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. fimbriatum (W.L. Theob.) B. Boivin "
"Dicotyledons","Apiaceae","Lomatium foeniculaceum var. macdougalii","Accepted","Lomatium foeniculaceum var. macdougalii","Fully described","vol2, pg116",2439,"LOMFOEMAC","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. macdougalii (J.M. Coult. & Rose) Cronquist "
"Dicotyledons","Apiaceae","Lomatium frenchii","Synonym","Lomatium watsonii",,,2487,"LOMFRE","Lomatium frenchii Math. & Const. "
"Dicotyledons","Apiaceae","Lomatium fusiformis","Synonym","Orogenia fusiformis",,,2862,"LOMFUS","Lomatium fusiformis (S. Watson) J.F. Smith & Mansfield "
"Dicotyledons","Apiaceae","Lomatium gormanii","Accepted","Lomatium gormanii","Fully described","vol2, pg116",2440,"LOMGOR","Lomatium gormanii (Howell) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium grayi","Misapplied","Lomatium papilioniferum",,,2441,"LOMGRA","Lomatium grayi (J.M. Coult & Rose) J.M. Coult & Rose "
"Dicotyledons","Apiaceae","Lomatium grayi var. grayi","Misapplied","Lomatium papilioniferum",,,2441,"LOMGRAGRA","Lomatium grayi (J.M. Coult & Rose) J.M. Coult & Rose var. grayi "
"Dicotyledons","Apiaceae","Lomatium greenmanii","Accepted","Lomatium greenmanii","Fully described","vol2, pg117",2442,"LOMGRE","Lomatium greenmanii Mathias "
"Dicotyledons","Apiaceae","Lomatium hallii","Accepted","Lomatium hallii","Fully described","vol2, pg117",2443,"LOMHAL","Lomatium hallii (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium hambleniae","Synonym","Lomatium farinosum var. hambleniae",,,2437,"LOMHAM","Lomatium hambleniae Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium hendersonii","Accepted","Lomatium hendersonii","Fully described","vol2, pg118",2445,"LOMHEN","Lomatium hendersonii (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium howellii","Accepted","Lomatium howellii","Fully described","vol2, pg118",2447,"LOMHOW","Lomatium howellii (S. Watson) Jeps. "
"Dicotyledons","Apiaceae","Lomatium jonesii","Synonym","Lomatium foeniculaceum var. macdougalii",,,2439,"LOMJON","Lomatium jonesii J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium klickitatense","Accepted","Lomatium klickitatense","Fully described","vol2, pg119",14459,"LOMKLI","Lomatium klickitatense J.A. Alexander & W. Whaley "
"Dicotyledons","Apiaceae","Lomatium laevigatum","Accepted","Lomatium laevigatum","Fully described","vol2, pg119",2452,"LOMLAE","Lomatium laevigatum (Nutt.) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium leptocarpum","Accepted","Lomatium leptocarpum","Fully described","vol2, pg119",2453,"LOMLEP","Lomatium leptocarpum (Torr. & A. Gray) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium linearifolium","Synonym","Orogenia linearifolia",,,2869,"LOMLIN","Lomatium linearifolium (S. Watson) J.F. Smith & Mansfield "
"Dicotyledons","Apiaceae","Lomatium macdougalii","Synonym","Lomatium foeniculaceum var. macdougalii",,,2439,"LOMMAC2","Lomatium macdougalii J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium macrocarpum","Accepted","Lomatium macrocarpum","Fully described","vol2, pg120",2454,"LOMMAC","Lomatium macrocarpum (Torr. & A. Gray) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium macrocarpum var. artemisiarum","Synonym","Lomatium macrocarpum",,,2454,"LOMMACART","Lomatium macrocarpum (Torr. & A. Gray) J.M. Coult. & Rose var. artemisiarum Piper "
"Dicotyledons","Apiaceae","Lomatium macrocarpum var. ellipticum","Synonym","Lomatium macrocarpum",,,2454,"LOMMACELL","Lomatium macrocarpum (Torr. & A. Gray) J.M. Coult. & Rose var. ellipticum (Torr. & A. Gray) Jeps. "
"Dicotyledons","Apiaceae","Lomatium macrocarpum var. semivittatum","Synonym","Lomatium macrocarpum",,,2454,"LOMMACSEM","Lomatium macrocarpum (Torr. & A. Gray) J.M. Coult. & Rose var. semivittatum Piper "
"Dicotyledons","Apiaceae","Lomatium martindalei","Accepted","Lomatium martindalei","Fully described","vol2, pg120",2456,"LOMMAR","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium martindalei var. angustatum","Synonym","Lomatium martindalei",,,2456,"LOMMARANG","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose var. angustatum (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium martindalei var. flavum","Synonym","Lomatium martindalei",,,2456,"LOMMARFLA","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose var. flavum (G.N. Jones) Cronquist "
"Dicotyledons","Apiaceae","Lomatium martindalei var. martindalei","Synonym","Lomatium martindalei",,,2456,"LOMMARMAR","Lomatium martindalei (J.M. Coult. & Rose) J.M. Coult. & Rose var. martindalei "
"Dicotyledons","Apiaceae","Lomatium minus","Accepted","Lomatium minus","Fully described","vol2, pg121",2459,"LOMMIN","Lomatium minus (Rose ex Howell) Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium montanum","Synonym","Lomatium cous",,,2422,"LOMMON","Lomatium montanum J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium multifidum","Synonym","Lomatium dissectum var. multifidum",,,2431,"LOMMUL","Lomatium multifidum (Nutt.) R.P. McNeill & Darrach "
"Dicotyledons","Apiaceae","Lomatium nelsonianum","Synonym","Lomatium hallii",,,2443,"LOMNEL","Lomatium nelsonianum J.F. Macbr. "
"Dicotyledons","Apiaceae","Lomatium nevadense","Accepted","Lomatium nevadense",,,9738,"LOMNEV","Lomatium nevadense (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium nevadense var. nevadense","Accepted","Lomatium nevadense var. nevadense","Fully described","vol2, pg121",2461,"LOMNEVNEV","Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. nevadense "
"Dicotyledons","Apiaceae","Lomatium nudicaule","Accepted","Lomatium nudicaule","Fully described","vol2, pg121",2463,"LOMNUD","Lomatium nudicaule (Pursh) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium ochocense","Accepted","Lomatium ochocense","Fully described","vol2, pg122",4554,"LOMOCH","Lomatium ochocense Helliwell & Constance "
"Dicotyledons","Apiaceae","Lomatium oreganum","Accepted","Lomatium oreganum","Fully described","vol2, pg122",2465,"LOMORE","Lomatium oreganum (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium packardiae","Synonym","Lomatium triternatum",,,2482,"LOMPAC","Lomatium packardiae Cronquist "
"Dicotyledons","Apiaceae","Lomatium papilioniferum","Accepted","Lomatium papilioniferum","Fully described","vol2, pg122",2441,"LOMPAP","Lomatium papilioniferum J.A. Alexander & W. Whaley "
"Dicotyledons","Apiaceae","Lomatium pastorale","Accepted","Lomatium pastorale","Fully described","vol2, pg123",14419,"LOMPAS","Lomatium pastorale M.E. Darrach & D.H. Wagner "
"Dicotyledons","Apiaceae","Lomatium peckianum","Accepted","Lomatium peckianum","Fully described","vol2, pg123",2467,"LOMPEC","Lomatium peckianum Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium piperi","Accepted","Lomatium piperi","Fully described","vol2, pg124",2469,"LOMPIP","Lomatium piperi J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium platycarpum","Synonym","Lomatium triternatum",,,2482,"LOMPLA","Lomatium platycarpum J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium ravenii","Accepted","Lomatium ravenii",,,14047,"LOMRAV","Lomatium ravenii Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium ravenii var. paiutense","Accepted","Lomatium ravenii var. paiutense","Fully described","vol2, pg124",2472,"LOMRAVPAI","Lomatium ravenii Mathias & Constance var. paiutense K. Carlson & Mansfield "
"Dicotyledons","Apiaceae","Lomatium robustius","Synonym","Lomatium triternatum",,,2482,"LOMROB","Lomatium robustius (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium rollinsii","Accepted","Lomatium rollinsii","Fully described","vol2, pg124",2473,"LOMROL","Lomatium rollinsii Mathias & Constance "
"Dicotyledons","Apiaceae","Lomatium roseanum","Accepted","Lomatium roseanum","Fully described","vol2, pg124",4556,"LOMROS","Lomatium roseanum Cronquist "
"Dicotyledons","Apiaceae","Lomatium serpentinum","Accepted","Lomatium serpentinum","Fully described","vol2, pg125",2475,"LOMSER","Lomatium serpentinum (M.E. Jones) Mathias "
"Dicotyledons","Apiaceae","Lomatium simplex","Synonym","Lomatium triternatum",,,2482,"LOMSIM","Lomatium simplex (Nutt. ex S. Watson) J.F. Macbr. "
"Dicotyledons","Apiaceae","Lomatium simplex var. leptophyllum","Synonym","Lomatium triternatum",,,2482,"LOMSIMLEP","Lomatium simplex (Nutt. ex S. Watson) J.F. Macbr. var. leptophyllum (Hook.) Mathias "
"Dicotyledons","Apiaceae","Lomatium simplex var. simplex","Synonym","Lomatium triternatum",,,2482,"LOMSIMSIM","Lomatium simplex (Nutt. ex S. Watson) J.F. Macbr. var. simplex "
"Dicotyledons","Apiaceae","Lomatium suksdorfii","Accepted","Lomatium suksdorfii","Fully described","vol2, pg125",4514,"LOMSUK","Lomatium suksdorfii (S. Watson) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium tarantuloides","Synonym","Lomatium pastorale",,,14419,"LOMTAR","Lomatium tarantuloides Darrach & Hinchliff "
"Dicotyledons","Apiaceae","Lomatium triternatum","Accepted","Lomatium triternatum","Fully described","vol2, pg126",2482,"LOMTRI","Lomatium triternatum (Pursh) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium triternatum ssp. platycarpum","Synonym","Lomatium triternatum",,,2482,"LOMTRIPLA","Lomatium triternatum (Pursh) J.M. Coult. & Rose ssp. platycarpum (Torr.) Cronquist "
"Dicotyledons","Apiaceae","Lomatium triternatum ssp. triternatum","Synonym","Lomatium triternatum",,,2482,"LOMTRITRI2","Lomatium triternatum (Pursh) J.M. Coult. & Rose ssp. triternatum "
"Dicotyledons","Apiaceae","Lomatium triternatum var. alatum","Synonym","Lomatium triternatum",,,2482,"LOMTRIALA","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. alatum (J.M. Coult. & Rose) Mathias "
"Dicotyledons","Apiaceae","Lomatium triternatum var. anomalum","Synonym","Lomatium triternatum",,,2482,"LOMTRIANO","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. anomalum (M.E. Jones ex J.M. Coult. & Rose) Mathias "
"Dicotyledons","Apiaceae","Lomatium triternatum var. brevifolium","Synonym","Lomatium triternatum",,,2482,"LOMTRIBRE","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. brevifolium (J.M. Coult. & Rose) Mathias "
"Dicotyledons","Apiaceae","Lomatium triternatum var. macrocarpum","Synonym","Lomatium triternatum",,,2482,"LOMTRIMAC","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. macrocarpum (J.M. Coult. & Rose) Mathias "
"Dicotyledons","Apiaceae","Lomatium triternatum var. triternatum","Synonym","Lomatium triternatum",,,2482,"LOMTRITRI","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. triternatum "
"Dicotyledons","Apiaceae","Lomatium utriculatum","Accepted","Lomatium utriculatum","Fully described","vol2, pg127",2484,"LOMUTR","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium utriculatum var. anthemifolium","Synonym","Lomatium utriculatum",,,2484,"LOMUTRANT","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. anthemifolium Jeps. "
"Dicotyledons","Apiaceae","Lomatium utriculatum var. glabrum","Synonym","Lomatium utriculatum",,,2484,"LOMUTRGLA","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. glabrum Jeps. "
"Dicotyledons","Apiaceae","Lomatium utriculatum var. papillatum","Synonym","Lomatium vaginatum",,,2486,"LOMUTRPAP","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. papillatum (L.F. Hend.) Mathias "
"Dicotyledons","Apiaceae","Lomatium utriculatum var. utriculatum","Synonym","Lomatium utriculatum",,,2484,"LOMUTRUTR","Lomatium utriculatum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. utriculatum "
"Dicotyledons","Apiaceae","Lomatium vaginatum","Accepted","Lomatium vaginatum","Fully described","vol2, pg127",2486,"LOMVAG","Lomatium vaginatum J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Lomatium watsonii","Accepted","Lomatium watsonii","Fully described","vol2, pg127",2487,"LOMWAT","Lomatium watsonii (J.M. Coult. & Rose) J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Oenanthe sarmentosa","Accepted","Oenanthe sarmentosa","Fully described","vol2, pg128",2840,"OENSAR","Oenanthe sarmentosa de Candolle "
"Dicotyledons","Apiaceae","Orogenia fusiformis","Accepted","Orogenia fusiformis","Fully described","vol2, pg129",2862,"OROFUS","Orogenia fusiformis S. Watson "
"Dicotyledons","Apiaceae","Orogenia linearifolia","Accepted","Orogenia linearifolia","Fully described","vol2, pg129",2869,"OROLIN","Orogenia linearifolia S. Watson "
"Dicotyledons","Apiaceae","Osmorhiza berteroi","Accepted","Osmorhiza berteroi","Fully described","vol2, pg129",2880,"OSMBER","Osmorhiza berteroi DC. "
"Dicotyledons","Apiaceae","Osmorhiza chilensis","Synonym","Osmorhiza berteroi",,,2880,"OSMCHI","Osmorhiza chilensis Hook. & Arn. "
"Dicotyledons","Apiaceae","Osmorhiza depauperata","Accepted","Osmorhiza depauperata","Fully described","vol2, pg129",2881,"OSMDEP","Osmorhiza depauperata Phil. "
"Dicotyledons","Apiaceae","Osmorhiza obtusa","Synonym","Osmorhiza depauperata",,,2881,"OSMOBT","Osmorhiza obtusa (J.M. Coult. & Rose) Fernald "
"Dicotyledons","Apiaceae","Osmorhiza occidentalis","Accepted","Osmorhiza occidentalis","Fully described","vol2, pg130",2882,"OSMOCC","Osmorhiza occidentalis (Nuttall) Torrey "
"Dicotyledons","Apiaceae","Osmorhiza purpurea","Accepted","Osmorhiza purpurea","Fully described","vol2, pg130",2883,"OSMPUR","Osmorhiza purpurea (J.M. Coult. & Rose) Suksd. "
"Dicotyledons","Apiaceae","Oxypolis occidentalis","Accepted","Oxypolis occidentalis","Fully described","vol2, pg130",2889,"OXYOCC","Oxypolis occidentalis J.M. Coult. & Rose "
"Dicotyledons","Apiaceae","Perideridia bolanderi","Accepted","Perideridia bolanderi",,,9011,"PERBOL","Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr. "
