Group,Family,Taxon,Origin,Field Photos,Also_known_as
Dicotyledons,Amaranthaceae,Amaranthus hybridus,native,0,
Dicotyledons,Amaranthaceae,Atriplex dioica,native,0,
Dicotyledons,Amaranthaceae,Atriplex gmelinii var. gmelinii,native,0,Atriplex patula var. obtusa
Dicotyledons,Amaranthaceae,Atriplex pusilla,native,0,
Dicotyledons,Amaranthaceae,Blitum spathulatum,native,0,Monolepis spathulata
Dicotyledons,Amaranthaceae,Chenopodium capitatum var. parvicapitatum,native,0,Blitum hastatum
Dicotyledons,Amaranthaceae,Chenopodium desiccatum,native,0,Chenopodium leptophyllum var. oblongifolium
Dicotyledons,Amaranthaceae,Chenopodium fremontii,native,0,Chenopodium fremontii var. fremontii
Dicotyledons,Amaranthaceae,Chenopodium nevadense,native,0,
Dicotyledons,Amaranthaceae,Chenopodium simplex,native,0,Chenopodiastrum simplex
Dicotyledons,Amaranthaceae,Corispermum pacificum,native,0,
Dicotyledons,Amaranthaceae,Corispermum villosum,native,0,
Dicotyledons,Amaranthaceae,Salicornia rubra,native,1,
Dicotyledons,Anacardiaceae,Toxicodendron diversilobum × Toxicodendron rydbergii,native,0,
Dicotyledons,Apiaceae,Angelica canbyi,native,3,
Dicotyledons,Apiaceae,Angelica tomentosa,native,2,
Dicotyledons,Apiaceae,Bupleurum americanum,native,0,
Dicotyledons,Apiaceae,Cicuta maculata var. angustifolia,native,0,
Dicotyledons,Apiaceae,Conioselinum scopulorum,native,0,
Dicotyledons,Apiaceae,Cymopterus glomeratus,native,2,Cymopterus acaulis
Dicotyledons,Apiaceae,Cymopterus purpurascens,native,0,Vesper purpurascens
Dicotyledons,Apiaceae,Ligusticum filicinum,native,0,
Dicotyledons,Apiaceae,Ligusticum tenuifolium,native,0,Ligusticum oreganum
Dicotyledons,Apiaceae,Lomatium engelmannii,native,3,
Dicotyledons,Apiaceae,Lomatium erythrocarpum,native,2,
Dicotyledons,Apiaceae,Lomatium foeniculaceum var. fimbriatum,native,0,
Dicotyledons,Apiaceae,Lomatium oreganum,native,2,
Dicotyledons,Apiaceae,Lomatium pastorale,native,4,Lomatium tarantuloides
Dicotyledons,Apiaceae,Osmorhiza depauperata,native,0,Osmorhiza obtusa
Dicotyledons,Apiaceae,Sanicula laciniata,native,0,
Dicotyledons,Apiaceae,Sanicula tuberosa,native,3,
Dicotyledons,Apiaceae,Tauschia kelloggii,native,4,
Dicotyledons,Apiaceae,Tauschia stricklandii,native,2,
Dicotyledons,Asteraceae,Agoseris grandiflora var. leptophylla,native,4,
Dicotyledons,Asteraceae,Antennaria corymbosa,native,0,
Dicotyledons,Asteraceae,Antennaria howellii ssp. neodioica,native,3,Antennaria neglecta var. neodioica
Dicotyledons,Asteraceae,Antennaria howellii ssp. petaloidea,native,0,Antennaria pedicellata
Dicotyledons,Asteraceae,Antennaria luzuloides ssp. aberrans,native,2,Antennaria luzuloides var. microcephala
Dicotyledons,Asteraceae,Antennaria pulvinata,native,0,Antennaria rosea ssp. pulvinata
Dicotyledons,Asteraceae,Antennaria suffrutescens,native,4,
Dicotyledons,Asteraceae,Arnica viscosa,native,3,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. thermopola,native,0,
Dicotyledons,Asteraceae,Artemisia biennis,native,1,Artemisia biennis var. biennis
Dicotyledons,Asteraceae,Artemisia nova,native,0,Artemisia arbuscula var. nova
Dicotyledons,Asteraceae,Artemisia packardiae,native,1,
Dicotyledons,Asteraceae,Artemisia papposa,native,0,
Dicotyledons,Asteraceae,Artemisia spiciformis,native,0,
Dicotyledons,Asteraceae,Artemisia tilesii ssp. unalaschcensis,native,0,
Dicotyledons,Asteraceae,Artemisia tridentata ssp. wyomingensis,native,0,
Dicotyledons,Asteraceae,Askellia pygmaea ssp. ramosa,native,2,Crepis nana ssp. ramosa
Dicotyledons,Asteraceae,Baccharis glutinosa,native,3,
Dicotyledons,Asteraceae,Balsamorhiza hispidula,native,1,Balsamorhiza hookeri var. hispidula
Dicotyledons,Asteraceae,Balsamorhiza macrophylla,native,0,Balsamorhiza hookeri var. idahoensis
Dicotyledons,Asteraceae,Brickellia microphylla var. microphylla,native,0,
Dicotyledons,Asteraceae,Brickellia oblongifolia var. linifolia,native,0,
Dicotyledons,Asteraceae,Chaenactis suffrutescens,native,0,
Dicotyledons,Asteraceae,Chaenactis xantiana,native,1,
Dicotyledons,Asteraceae,Cirsium cymosum var. cymosum,native,0,
Dicotyledons,Asteraceae,Cirsium douglasii var. breweri,native,0,Cirsium breweri
Dicotyledons,Asteraceae,Cirsium occidentale var. venustum,native,2,
Dicotyledons,Asteraceae,Crepis monticola,native,4,
Dicotyledons,Asteraceae,Dieteria canescens var. leucanthemifolia,native,0,Machaeranthera canescens var. leucanthemifolia
Dicotyledons,Asteraceae,Ericameria arborescens,native,0,
Dicotyledons,Asteraceae,Ericameria nana,native,2,Haplopappus nanus
Dicotyledons,Asteraceae,Ericameria nauseosa var. hololeuca,native,4,Chrysothamnus nauseosus ssp. hololeucus
