Version,Family,Scientific name,Previously,As of the stated version,Date,,,,,,
v 1.3,Asteraceae,Hieracium vulgatum,Accepted,Synonym of Hieracium lachenalii,14-Aug-13,,,,,,
v 1.3,Asteraceae,Layia chrysanthemoides,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Layia fremontii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Logfia arvensis,Synonym of Filago arvensis,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Logfia gallica,Synonym of Filago gallica,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Logfia minima,Synonym of Filago minima,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Mulgedium oblongifolium,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Mulgedium pulchellum,Accepted,Synonym of Mulgedium oblongifolium,14-Aug-13,,,,,,
v 1.3,Asteraceae,Oreostemma alpigenum × Symphyotrichum foliaceum var. parryi,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Asteraceae,Petasites japonicus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Asteraceae,Senecio cineraria,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Balsaminaceae,Impatiens ecalcarata,Accepted,Synonym of Impatiens ecornuta,14-Aug-13,,,,,,
v 1.3,Balsaminaceae,Impatiens ecornuta,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Berberidaceae,Achlys californica,Synonym of Achlys californica,Accepted,14-Aug-13,,,,,,
v 1.3,Berberidaceae,Achlys triphylla,Accepted,Synonym/Accepted,14-Aug-13,,,,,,
v 1.3,Berberidaceae,Achlys triphylla ssp. triphylla,Synonym of Achlys triphylla ssp. triphylla,Accepted,14-Aug-13,,,,,,
v 1.3,Betulaceae,Alnus glutinosa,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Betulaceae,Corylus avellana × Corylus maxima,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Betulaceae,Corylus cornuta ssp. californica,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Betulaceae,Corylus cornuta var. californica,Accepted,Synonym of Corylus cornuta ssp. californica,14-Aug-13,,,,,,
v 1.3,Boraginaceae,Cryptantha interrupta,Accepted,Synonym of Cryptantha spiculifera,14-Aug-13,,,,,,
v 1.3,Boraginaceae,Cryptantha leucophaea,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Boraginaceae,Eriodictyon lobbii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Boraginaceae,Nama lobbii,Accepted,Synonym of Eriodictyon lobbii,14-Aug-13,,,,,,
v 1.3,Brassicaceae,Brassica elongata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Brassicaceae,Cardamine hirsuta × Cardamine oligosperma,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Brassicaceae,Descurainia longepedicellata,Accepted,Synonym of Descurainia longipedicellata,14-Aug-13,,,,,,
v 1.3,Brassicaceae,Descurainia longipedicellata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Brassicaceae,Microthlaspi perfoliatum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Caprifoliaceae,Lonicera japonica,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Gypsophila pilosa,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Gypsophila scorzonerifolia,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Loeflingia squarrosa,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Loeflingia squarrosa ssp. artemisiarum,Accepted,Synonym of Loeflingia squarrosa,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Silene bolanderi,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Silene campanulata ssp. campanulata,Excluded,Accepted,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Silene hookeri ssp. bolanderi,Accepted,Synonym of Silene bolanderi,14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Spergularia media,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Caryophyllaceae,Spergularia media var. media,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Celastraceae,Parnassia californica,Accepted,Synonym of Parnassia palustris,14-Aug-13,,,,,,
v 1.3,Celastraceae,Parnassia palustris,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cornaceae,Cornus sessilis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Crassulaceae,Rhodiola integrifolia,Synonym of Sedum rosea ssp. integrifolium,Accepted,14-Aug-13,,,,,,
v 1.3,Crassulaceae,Rhodiola integrifolia ssp. integrifolia,Synonym of Sedum rosea ssp. integrifolium,Accepted,14-Aug-13,,,,,,
v 1.3,Crassulaceae,Sedum rosea,Accepted,Synonym of Rhodiola integrifolia,14-Aug-13,,,,,,
v 1.3,Crassulaceae,Sedum rosea ssp. integrifolium,Accepted,Synonym of Rhodiola integrifolia ssp. integrifolia,14-Aug-13,,,,,,
v 1.3,Cucurbitaceae,Marah oregana,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cucurbitaceae,Marah oreganus,Accepted,Synonym of Marah oregana,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Callitropsis bakeri,Accepted,Synonym of Hesperocyparis bakeri,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Callitropsis macnabiana,Accepted,Synonym of Hesperocyparis macnabiana,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Hesperocyparis bakeri,Synonym of Hesperocyparis bakeri,Accepted,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Hesperocyparis macnabiana,Synonym of Hesperocyparis macnabiana,Accepted,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Hesperocyparis macrocarpa,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Hesperocyparis sargentii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Juniperus jackii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cupressaceae,Juniperus occidentalis,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Cupressaceae,Juniperus occidentalis var. occidentalis,Accepted,Synonym of Juniperus occidentalis,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Calliscirpus criniger,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Carex buchananii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Carex fissuricola,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Carex hirsutella,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Carex sychnocephala,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Cyperaceae,Eriophorum crinigerum,Accepted,Synonym of Calliscirpus criniger,14-Aug-13,,,,,,
v 1.3,Ericaceae,Chimaphila umbellata ssp. umbellata,Synonym of Chimaphila umbellata var. occidentalis,Accepted,14-Aug-13,,,,,,
v 1.3,Ericaceae,Chimaphila umbellata var. occidentalis,Accepted,Synonym of Chimaphila umbellata ssp. umbellata,14-Aug-13,,,,,,
v 1.3,Ericaceae,Pyrola dentata,Accepted,Synonym of Pyrola picta,14-Aug-13,,,,,,
v 1.3,Ericaceae,Rhododendron groenlandicum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon americanus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon americanus var. americanus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon brachycarpus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon denticulatus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon nevadensis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon nevadensis var. nevadensis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon parviflorus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Acmispon wrangelianus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Genista monspessulana × Genista stenopetala,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia crassifolia,Synonym of Lotus crassifolius var. crassifolius,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia crassifolia var. crassifolia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia gracilis,Synonym of Lotus formosissimus,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia oblongifolia,Synonym of Lotus oblongifolius var. oblongifolius,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia oblongifolia var. oblongifolia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia pinnata,Synonym of Lotus pinnatus,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia rosea,Synonym of Lotus aboriginus,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia stipularis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Hosackia stipularis var. ottleyi,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Laburnum anagyroides,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus aboriginus,Accepted,Synonym of Hosackia rosea,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus crassifolius,Accepted,Synonym of Hosackia crassifolia,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus crassifolius var. crassifolius,Accepted,Synonym of Hosackia crassifolia var. crassifolia,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus denticulatus,Accepted,Synonym of Acmispon denticulatus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus formosissimus,Accepted,Synonym of Hosackia gracilis,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus humistratus,Accepted,Synonym of Acmispon brachycarpus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus micranthus,Accepted,Synonym of Acmispon parviflorus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus nevadensis,Accepted,Synonym of Acmispon nevadensis,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus nevadensis var. douglasii,Accepted,Synonym of Acmispon nevadensis var. nevadensis,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus oblongifolius,Accepted,Synonym of Hosackia oblongifolia,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus oblongifolius var. oblongifolius,Accepted,Synonym of Hosackia oblongifolia var. oblongifolia,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus pinnatus,Accepted,Synonym of Hosackia pinnata,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus purshianus,Accepted,Synonym of Acmispon americanus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus purshianus var. purshianus,Accepted,Synonym of Acmispon americanus var. americanus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus stipularis,Accepted,Synonym of Hosackia stipularis,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus stipularis var. ottleyi,Accepted,Synonym of Hosackia stipularis var. ottleyi,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lotus wrangelianus,Accepted,Synonym of Acmispon wrangelianus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lupinus argenteus var. heteranthus × Lupinus biddlei,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lupinus latifolius × Lupinus sericeus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lupinus latifolius var. latifolius × Lupinus sericeus,Accepted,Synonym of Lupinus latifolius × Lupinus sericeus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Lupinus latifolius var. subalpinus × Lupinus sericeus,Accepted,Synonym of Lupinus latifolius × Lupinus sericeus,14-Aug-13,,,,,,
v 1.3,Fabaceae,Medicago turbinata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fabaceae,Ononis arvensis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fagaceae,Quercus palustris,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Fagaceae,Quercus vaccinifolia,Accepted,Synonym of Quercus vacciniifolia,14-Aug-13,,,,,,
v 1.3,Fagaceae,Quercus vacciniifolia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Gentianaceae,Centaurium pulchellum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Gentianaceae,Comastoma tenellum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Hypericaceae,Hypericum humifusum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Iridaceae,Romulea rosea var. australis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juglandaceae,Juglans hindsii × Juglans regia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus ambiguus,Misapplied to Juncus ambiguus,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus anthelatus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus brachyphyllus,Accepted,Synonym of Juncus trilocularis,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus diffusissimus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus gerardii,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus gerardii ssp. gerardii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus lescurii,Synonym of Juncus breweri,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus mexicanus,Excluded,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Juncus trilocularis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula campestris,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula campestris ssp. campestris,Synonym of Luzula campestris,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula forsteri,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula forsteri ssp. forsteri,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula multiflora,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula multiflora ssp. multiflora,Accepted,Synonym of Luzula multiflora,14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula spicata,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Juncaceae,Luzula spicata ssp. spicata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Lamiaceae,Monardella odoratissima,Ambiguous,Accepted,14-Aug-13,,,,,,
v 1.3,Lentibulariaceae,Pinguicula macroceras,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Lentibulariaceae,Pinguicula vulgaris ssp. macroceras,Accepted,Synonym of Pinguicula macroceras,14-Aug-13,,,,,,
v 1.3,Lentibulariaceae,Utricularia macrorhiza,Accepted,Synonym of Utricularia vulgaris L. ssp. macrorhiza,14-Aug-13,,,,,,
v 1.3,Lentibulariaceae,Utricularia vulgaris,Synonym of Utricularia macrorhiza,Accepted,14-Aug-13,,,,,,
v 1.3,Lentibulariaceae,Utricularia vulgaris ssp. macrorhiza,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Liliaceae,Calochortus amabilis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Liliaceae,Calochortus coeruleus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Liliaceae,Erythronium multiscapideum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Liliaceae,Lilium parvum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Liliaceae,Lilium rubescens,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Liliaceae,Lilium washingtonianum,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Liliaceae,Lilium washingtonianum ssp. purpurascens,Synonym of Lilium washingtonianum,Accepted,14-Aug-13,,,,,,
v 1.3,Limnanthaceae,Limnanthes alba ssp. alba,Synonym of Limnanthes alba ssp. alba × Limnanthes alba ssp. versicolor,Accepted,14-Aug-13,,,,,,
v 1.3,Limnanthaceae,Limnanthes alba ssp. alba × Limnanthes alba ssp. versicolor,Accepted,Synonym of Limnanthes alba ssp. alba,14-Aug-13,,,,,,
v 1.3,Lycopodiaceae,Diphasiastrum complanatum,Synonym of Lycopodium complanatum,Accepted,14-Aug-13,,,,,,
v 1.3,Lycopodiaceae,Diphasiastrum sitchense,Synonym of Lycopodium sitchense,Accepted,14-Aug-13,,,,,,
v 1.3,Lycopodiaceae,Lycopodium complanatum,Accepted,Synonym of Diphasiastrum complanatum,14-Aug-13,,,,,,
v 1.3,Lycopodiaceae,Lycopodium sitchense,Accepted,Synonym of Diphasiastrum sitchense,14-Aug-13,,,,,,
v 1.3,Menyanthaceae,Fauria crista-galli,Accepted,Synonym of Nephrophyllidium crista-galli ssp. crista-galli,14-Aug-13,,,,,,
v 1.3,Menyanthaceae,Nephrophyllidium crista-galli,Synonym of Fauria crista-galli,Accepted,14-Aug-13,,,,,,
v 1.3,Menyanthaceae,Nephrophyllidium crista-galli ssp. crista-galli,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Oleaceae,Ligustrum sinense,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Camissonia pubens,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Onagraceae,Chylismia walkeri,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Onagraceae,Chylismia walkeri ssp. tortilis,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Onagraceae,Clarkia unguiculata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Epilobium canum ssp. canum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Onagraceae,Epilobium halleanum,Accepted,Synonym of Epilobium hallianum,14-Aug-13,,,,,,
v 1.3,Onagraceae,Epilobium hallianum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera caespitosa,Accepted,Synonym of Oenothera cespitosa,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera caespitosa ssp. caespitosa,Accepted,Synonym of Oenothera cespitosa ssp. cespitosa,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera caespitosa ssp. marginata,Accepted,Synonym of Oenothera cespitosa ssp. marginata,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera cespitosa,Synonym of Oenothera caespitosa,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera cespitosa ssp. cespitosa,Synonym of Oenothera caespitosa ssp. caespitosa,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Oenothera cespitosa ssp. marginata,Synonym of Oenothera caespitosa ssp. marginata,Accepted,14-Aug-13,,,,,,
v 1.3,Onagraceae,Taraxia breviflora,Accepted,Synonym of Taraxia tanacetifolia,14-Aug-13,,,,,,
v 1.3,Onagraceae,Taraxia tanacetifolia,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Onagraceae,Taraxia tanacetifolia ssp. tanacetifolia,Accepted,Synonym of Taraxia tanacetifolia,14-Aug-13,,,,,,
v 1.3,Onagraceae,Tetrapteron graciliflora,Accepted,Synonym of Tetrapteron graciliflorum,14-Aug-13,,,,,,
v 1.3,Onagraceae,Tetrapteron graciliflorum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Ophioglossaceae,Botrychium michiganense,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Orchidaceae,Listera banksiana,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Orchidaceae,Listera caurina,Accepted,Synonym of Listera banksiana,14-Aug-13,,,,,,
v 1.3,Orobanchaceae,Castilleja rubicundula,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Orobanchaceae,Castilleja rubicundula ssp. lithospermoides,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Oxalidaceae,Oxalis articulata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Oxalidaceae,Oxalis rubra,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Pinaceae,Pinus monophylla,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Plantaginaceae,Callitriche fassettii,Misapplied to Callitriche hermaphroditica,Accepted,14-Aug-13,,,,,,
v 1.3,Plantaginaceae,Callitriche hermaphroditica,Accepted,Synonym of Callitriche fassettii,14-Aug-13,,,,,,
v 1.3,Plantaginaceae,Nuttallanthus canadensis,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Plantaginaceae,Penstemon janishiae,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Poaceae,Poa interior,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Polygonaceae,Fallopia baldschuanica,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Polygonaceae,Polygonum alpinum,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Polygonaceae,Polygonum ramosissimum,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Polygonaceae,Polygonum ramosissimum ssp. ramosissimum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Polygonaceae,Polygonum spergulariaeforme,Accepted,Synonym of Polygonum spergulariiforme,14-Aug-13,,,,,,
v 1.3,Polygonaceae,Polygonum spergulariiforme,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton berchtoldii,Synonym of Potamogeton pusillus ssp. tenuissimus,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton filiformis,Accepted,Synonym of Stuckenia filiformis,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton filiformis var. alpinus,Accepted,Synonym of Stuckenia filiformis ssp. alpina,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton filiformis var. occidentalis,Accepted,Synonym of Stuckenia filiformis ssp. occidentalis,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton pectinatus,Accepted,Synonym of Stuckenia pectinata,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton pusillus ssp. tenuissimus,Accepted,Synonym of Potamogeton berchtoldii,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton striatus,Accepted,Synonym of Stuckenia striata,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Potamogeton vaginatus,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Stuckenia filiformis,Synonym of Potamogeton filiformis,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Stuckenia filiformis ssp. alpina,Synonym of Potamogeton filiformis var. alpinus,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Stuckenia filiformis ssp. occidentalis,Synonym of Potamogeton filiformis var. occidentalis,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Stuckenia pectinata,Synonym of Potamogeton pectinatus,Accepted,14-Aug-13,,,,,,
v 1.3,Potamogetonaceae,Stuckenia striata,Synonym of Potamogeton striatus,Accepted,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Ceratocephala testiculata,Synonym of Ranunculus testiculatus,Accepted,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Consolida ajacis,Accepted,Synonym of Delphinium ajacis,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Delphinium ajacis,Synonym of Consolida ajacis,Accepted,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Enemion occidentale,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Ranunculus testiculatus,Accepted,Synonym of Ceratocephala testiculata,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Trollius albiflorus,Synonym of Trollius laxus var. albiflorus,Accepted,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Trollius laxus,Accepted,Synonym of Trollius albiflorus,14-Aug-13,,,,,,
v 1.3,Ranunculaceae,Trollius laxus var. albiflorus,Accepted,Synonym of Trollius albiflorus,14-Aug-13,,,,,,
v 1.3,Rhamnaceae,Rhamnus californica ssp. tomentella,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Aphanes australis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Crataegus gaylussacia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Crataegus suksdorfii,Accepted,Synonym of Crataegus gaylussacia,14-Aug-13,,,,,,
v 1.3,Rosaceae,Fragaria cascadensis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Horkelia tridentata ssp. tridentata,Accepted,Synonym of Horkelia tridentata var. tridentata,14-Aug-13,,,,,,
v 1.3,Rosaceae,Horkelia tridentata var. tridentata,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Pyrus pyrifolia,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Rosaceae,Rosa ×harisonii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rosaceae,Rosa nutkana var. muriculata,Accepted,Synonym of Rosa nutkana var. nutkana,14-Aug-13,,,,,,
v 1.3,Rubiaceae,Crucianella angustifolia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Rubiaceae,Galium trifidum,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Rubiaceae,Galium trifidum var. pacificum,Accepted,Synonym of Galium trifidum,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix columbiana,Accepted,Synonym of Salix exigua var. columbiana,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix exigua ssp. exigua,Accepted,Synonym of Salix exigua var. exigua,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix exigua var. columbiana,Synonym of Salix columbiana,Accepted,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix exigua var. exigua,Synonym of Salix exigua ssp. exigua,Accepted,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix exigua var. sessilifolia,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix lucida,Synonym of Salix lasiandra var. lasiandra,Accepted,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix lucida,Accepted,Synonym/Accepted,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix purpurea,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Salicaceae,Salix sessilifolia,Accepted,Synonym of Salix exigua var. sessilifolia,14-Aug-13,,,,,,
v 1.3,Salviniaceae,Azolla mexicana,Accepted,Synonym of Azolla microphylla,14-Aug-13,,,,,,
v 1.3,Salviniaceae,Azolla microphylla,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Sapindaceae,Acer ginnala,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Sapindaceae,Acer pseudoplatanus,Under evaluation,Accepted,14-Aug-13,,,,,,
