Group,Family,Taxon,Taxonomic status,Accepted name for Taxon,Taxonomic note
Dicotyledons,Polemoniaceae,Gilia capitata ssp. capitata,Accepted,,
Dicotyledons,Polemoniaceae,Gilia capitata ssp. chamissonis,Accepted,,
Dicotyledons,Polemoniaceae,Gilia capitata ssp. pacifica,Accepted,,
Dicotyledons,Polemoniaceae,Gilia congesta,Synonym,Ipomopsis congesta,
Dicotyledons,Polemoniaceae,Gilia congesta var. congesta,Synonym,Ipomopsis congesta ssp. congesta,
Dicotyledons,Polemoniaceae,Gilia congesta var. montana,Synonym,Ipomopsis congesta ssp. montana,
Dicotyledons,Polemoniaceae,Gilia congesta var. palmifrons,Synonym,Ipomopsis congesta ssp. montana,
Dicotyledons,Polemoniaceae,Gilia congesta var. viridis,Synonym,Ipomopsis congesta ssp. viridis,
Dicotyledons,Polemoniaceae,Gilia gilioides,Synonym,Allophyllum gilioides,
Dicotyledons,Polemoniaceae,Gilia inconspicua,Accepted,,
Dicotyledons,Polemoniaceae,Gilia inconspicua var. inconspicua,Synonym,Gilia inconspicua,
Dicotyledons,Polemoniaceae,Gilia inconspicua var. sinuata,Synonym,Gilia sinuata,
Dicotyledons,Polemoniaceae,Gilia inconspicua var. tweedyi,Synonym,Gilia tweedyi,
Dicotyledons,Polemoniaceae,Gilia leptalea ssp. leptalea,Synonym,Navarretia leptalea ssp. leptalea,
Dicotyledons,Polemoniaceae,Gilia leptomeria,Synonym,Aliciella leptomeria,
Dicotyledons,Polemoniaceae,Gilia leptomeria ssp. leptomeria,Synonym,Aliciella leptomeria,
Dicotyledons,Polemoniaceae,Gilia leptomeria ssp. micromeria,Synonym,Aliciella micromeria,
Dicotyledons,Polemoniaceae,Gilia leptomeria var. leptomeria,Synonym,Aliciella leptomeria,
Dicotyledons,Polemoniaceae,Gilia leptomeria var. micromeria,Synonym,Aliciella micromeria,
Dicotyledons,Polemoniaceae,Gilia lottiae,Synonym,Aliciella lottiae,
Dicotyledons,Polemoniaceae,Gilia micromeria,Synonym,Aliciella micromeria,
Dicotyledons,Polemoniaceae,Gilia millefoliata,Accepted,,
Dicotyledons,Polemoniaceae,Gilia minutiflora,Synonym,Microgilia minutiflora,
Dicotyledons,Polemoniaceae,Gilia modocensis,Accepted,,
Dicotyledons,Polemoniaceae,Gilia multicaulis ssp. millefoliata,Synonym,Gilia millefoliata,
Dicotyledons,Polemoniaceae,Gilia multicaulis var. millefoliata,Synonym,Gilia millefoliata,
Dicotyledons,Polemoniaceae,Gilia ochroleuca ssp. transmontana,Synonym,Gilia inconspicua,
Dicotyledons,Polemoniaceae,Gilia sinistra ssp. sinistra,Synonym,Navarretia sinistra ssp. sinistra,
Dicotyledons,Polemoniaceae,Gilia sinuata,Accepted,,
Dicotyledons,Polemoniaceae,Gilia sinuata var. sinuata,Synonym,Gilia sinuata,
Dicotyledons,Polemoniaceae,Gilia sinuata var. tweedyi,Synonym,Gilia tweedyi,
Dicotyledons,Polemoniaceae,Gilia subacaulis,Synonym,Aliciella leptomeria,
Dicotyledons,Polemoniaceae,Gilia tenerrima,Synonym,Lathrocasis tenerrima,
Dicotyledons,Polemoniaceae,Gilia tweedyi,Accepted,,
Dicotyledons,Polemoniaceae,Gymnosteris nudicaulis,Accepted,,
Dicotyledons,Polemoniaceae,Gymnosteris parvula,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis aggregata,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis aggregata ssp. aggregata,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis aggregata ssp. formosissima,Misapplied,Ipomopsis aggregata ssp. aggregata,
Dicotyledons,Polemoniaceae,Ipomopsis congesta,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis congesta ssp. congesta,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis congesta ssp. montana,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis congesta ssp. palmifrons,Synonym,Ipomopsis congesta ssp. montana,
Dicotyledons,Polemoniaceae,Ipomopsis congesta ssp. viridis,Accepted,,
Dicotyledons,Polemoniaceae,Ipomopsis minutiflora,Synonym,Microgilia minutiflora,
Dicotyledons,Polemoniaceae,Ipomopsis tenuituba,Accepted,,
Dicotyledons,Polemoniaceae,Langloisia punctata,Synonym,Langloisia setosissima ssp. punctata,
Dicotyledons,Polemoniaceae,Langloisia setosissima,Accepted,,
Dicotyledons,Polemoniaceae,Langloisia setosissima ssp. punctata,Accepted,,
Dicotyledons,Polemoniaceae,Lathrocasis tenerrima,Accepted,,
Dicotyledons,Polemoniaceae,Leptodactylon hazeliae,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptodactylon pungens,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptodactylon pungens ssp. pulchriflora,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptodactylon pungens ssp. pungens,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptodactylon pungens var. hookeri,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptodactylon pungens var. pungens,Synonym,Linanthus pungens,
Dicotyledons,Polemoniaceae,Leptosiphon bicolor,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon bolanderi,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon ciliatus,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon harknessii,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon liniflorus,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon minimus,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Leptosiphon nuttallii,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon nuttallii ssp. nuttallii,Accepted,,
Dicotyledons,Polemoniaceae,Leptosiphon septentrionalis,Accepted,,
Dicotyledons,Polemoniaceae,Linanthastrum nuttallii,Synonym,Leptosiphon nuttallii ssp. nuttallii,
Dicotyledons,Polemoniaceae,Linanthastrum nuttallii var. nuttallii,Synonym,Leptosiphon nuttallii ssp. nuttallii,
Dicotyledons,Polemoniaceae,Linanthus bakeri,Synonym,Leptosiphon bolanderi,
Dicotyledons,Polemoniaceae,Linanthus bicolor,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Linanthus bicolor ssp. bicolor,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Linanthus bicolor ssp. minimus,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Linanthus bicolor var. bicolor,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Linanthus bicolor var. minimus,Synonym,Leptosiphon bicolor,
Dicotyledons,Polemoniaceae,Linanthus bolanderi,Synonym,Leptosiphon bolanderi,
Dicotyledons,Polemoniaceae,Linanthus ciliatus,Synonym,Leptosiphon ciliatus,
Dicotyledons,Polemoniaceae,Linanthus harknessii,Synonym,Leptosiphon harknessii,
Dicotyledons,Polemoniaceae,Linanthus harknessii ssp. harknessii,Synonym,Leptosiphon harknessii,
Dicotyledons,Polemoniaceae,Linanthus liniflorus,Synonym,Leptosiphon liniflorus,
Dicotyledons,Polemoniaceae,Linanthus liniflorus ssp. pharnaceoides,Synonym,Leptosiphon liniflorus,
Dicotyledons,Polemoniaceae,Linanthus nuttallii,Synonym,Leptosiphon nuttallii,
Dicotyledons,Polemoniaceae,Linanthus nuttallii ssp. nuttallii,Synonym,Leptosiphon nuttallii ssp. nuttallii,
Dicotyledons,Polemoniaceae,Linanthus pharnaceoides,Synonym,Leptosiphon liniflorus,
Dicotyledons,Polemoniaceae,Linanthus pungens,Accepted,,
Dicotyledons,Polemoniaceae,Linanthus septentrionalis,Synonym,Leptosiphon septentrionalis,
Dicotyledons,Polemoniaceae,Microgilia minutiflora,Accepted,,
Dicotyledons,Polemoniaceae,Microsteris gracilis,Accepted,,
Dicotyledons,Polemoniaceae,Microsteris gracilis var. gracilis,Synonym,Microsteris gracilis,
Dicotyledons,Polemoniaceae,Microsteris gracilis var. humilior,Synonym,Microsteris gracilis,
Dicotyledons,Polemoniaceae,Navarretia atractyloides,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia breweri,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia capillaris,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia divaricata,Accepted,,sensu stricto
Dicotyledons,Polemoniaceae,Navarretia divaricata ssp. divaricata,Synonym,Navarretia divaricata,
Dicotyledons,Polemoniaceae,Navarretia divaricata ssp. vividior,Synonym,Navarretia modocensis,
Dicotyledons,Polemoniaceae,Navarretia heterandra,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia intertexta,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia intertexta ssp. intertexta,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia intertexta ssp. propinqua,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia intertexta var. propinqua,Synonym,Navarretia intertexta ssp. propinqua,
Dicotyledons,Polemoniaceae,Navarretia leptalea,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia leptalea ssp. leptalea,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia leucocephala,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia leucocephala ssp. leucocephala,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia leucocephala ssp. minima,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia mellita,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia minima,Synonym,Navarretia leucocephala ssp. minima,
Dicotyledons,Polemoniaceae,Navarretia modocensis,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia propinqua,Synonym,Navarretia intertexta ssp. propinqua,
Dicotyledons,Polemoniaceae,Navarretia pubescens,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia sinistra,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia sinistra ssp. sinistra,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia squarrosa,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia subuligera,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia tagetina,Accepted,,
Dicotyledons,Polemoniaceae,Navarretia willamettensis,Accepted,,
Dicotyledons,Polemoniaceae,Phlox aculeata,Accepted,,
Dicotyledons,Polemoniaceae,Phlox adsurgens,Accepted,,
Dicotyledons,Polemoniaceae,Phlox austromontana,Accepted,,
Dicotyledons,Polemoniaceae,Phlox austromontana ssp. austromontana,Synonym,Phlox austromontana,
Dicotyledons,Polemoniaceae,Phlox bryoides,Synonym,Phlox muscoides,
Dicotyledons,Polemoniaceae,Phlox caespitosa,Misapplied,Phlox pulvinata,
Dicotyledons,Polemoniaceae,Phlox caespitosa,Misapplied,Phlox douglasii,
Dicotyledons,Polemoniaceae,Phlox canescens,Synonym,Phlox hoodii ssp. canescens,
Dicotyledons,Polemoniaceae,Phlox colubrina,Accepted,,
Dicotyledons,Polemoniaceae,Phlox diffusa,Accepted,,
Dicotyledons,Polemoniaceae,Phlox diffusa ssp. diffusa,Synonym,Phlox diffusa,
Dicotyledons,Polemoniaceae,Phlox diffusa ssp. longistylis,Synonym,Phlox diffusa,
Dicotyledons,Polemoniaceae,Phlox diffusa ssp. subcarinata,Synonym,Phlox austromontana,
Dicotyledons,Polemoniaceae,Phlox diffusa var. longistylis,Synonym,Phlox diffusa,
Dicotyledons,Polemoniaceae,Phlox douglasii,Synonym,Phlox hendersonii,
Dicotyledons,Polemoniaceae,Phlox douglasii,Accepted,,
Dicotyledons,Polemoniaceae,Phlox douglasii ssp. douglasii,Synonym,Phlox douglasii,
Dicotyledons,Polemoniaceae,Phlox douglasii ssp. hendersonii,Synonym,Phlox hendersonii,
Dicotyledons,Polemoniaceae,Phlox douglasii ssp. rigida,Synonym,Phlox douglasii,
Dicotyledons,Polemoniaceae,Phlox gracilis,Synonym,Microsteris gracilis,
Dicotyledons,Polemoniaceae,Phlox gracilis ssp. gracilis,Synonym,Microsteris gracilis,
Dicotyledons,Polemoniaceae,Phlox gracilis ssp. humilis,Synonym,Microsteris gracilis,
Dicotyledons,Polemoniaceae,Phlox hendersonii,Accepted,,
Dicotyledons,Polemoniaceae,Phlox hoodii,Accepted,,
Dicotyledons,Polemoniaceae,Phlox hoodii ssp. canescens,Accepted,,
Dicotyledons,Polemoniaceae,Phlox hoodii var. canescens,Synonym,Phlox hoodii ssp. canescens,
Dicotyledons,Polemoniaceae,Phlox lanata,Synonym,Phlox hoodii ssp. canescens,
Dicotyledons,Polemoniaceae,Phlox longifolia,Accepted,,
Dicotyledons,Polemoniaceae,Phlox longifolia ssp. calva,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox longifolia ssp. compacta,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox longifolia ssp. humilis,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox longifolia ssp. longifolia,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox longifolia ssp. longipes,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox multiflora,Accepted,,
Dicotyledons,Polemoniaceae,Phlox muscoides,Accepted,,
Dicotyledons,Polemoniaceae,Phlox pulvinata,Accepted,,
Dicotyledons,Polemoniaceae,Phlox speciosa,Accepted,,
Dicotyledons,Polemoniaceae,Phlox speciosa ssp. lanceolata,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox speciosa ssp. lignosa,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox speciosa ssp. nitida,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox speciosa ssp. occidentalis,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox speciosa ssp. speciosa,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox speciosa var. nitida,Synonym,Phlox speciosa,
Dicotyledons,Polemoniaceae,Phlox viridis,Synonym,Phlox longifolia,
Dicotyledons,Polemoniaceae,Phlox viscida,Accepted,,
Dicotyledons,Polemoniaceae,Polemoniella micrantha,Synonym,Polemonium micranthum,
Dicotyledons,Polemoniaceae,Polemonium californicum,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium carneum,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium carneum ssp. luteum,Synonym,Polemonium carneum,
Dicotyledons,Polemoniaceae,Polemonium intermedium,Synonym,Polemonium occidentale,
Dicotyledons,Polemoniaceae,Polemonium micranthum,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium occidentale,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium occidentale ssp. occidentale,Synonym,Polemonium occidentale,
Dicotyledons,Polemoniaceae,Polemonium pulcherrimum,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium pulcherrimum ssp. pulcherrimum,Accepted,,
Dicotyledons,Polemoniaceae,Polemonium pulcherrimum var. calycinum,Synonym,Polemonium californicum,
Dicotyledons,Polemoniaceae,Polemonium pulcherrimum var. pilosum,Synonym,Polemonium pulcherrimum ssp. pulcherrimum,
Dicotyledons,Polemoniaceae,Polemonium pulcherrimum var. pulcherrimum,Synonym,Polemonium pulcherrimum ssp. pulcherrimum,
Dicotyledons,Polemoniaceae,Polemonium viscosum,Accepted,,
Dicotyledons,Polygalaceae,Polygala californica,Accepted,,
Dicotyledons,Polygalaceae,Polygala vulgaris,Accepted,,
Dicotyledons,Polygonaceae,Aconogonon davisiae,Accepted,,
Dicotyledons,Polygonaceae,Aconogonon davisiae var. davisiae,Accepted,,
Dicotyledons,Polygonaceae,Aconogonon newberryi,Synonym,Aconogonon davisiae,
Dicotyledons,Polygonaceae,Aconogonon phytolaccifolium,Accepted,,
Dicotyledons,Polygonaceae,Aconogonon phytolaccifolium var. glabrum,Accepted,,
Dicotyledons,Polygonaceae,Aconogonon phytolaccifolium var. phytolaccifolium,Accepted,,
Dicotyledons,Polygonaceae,Bistorta bistortoides,Accepted,,
Dicotyledons,Polygonaceae,Bistorta vivipara,Accepted,,
Dicotyledons,Polygonaceae,Chorizanthe brevicornu,Accepted,,
Dicotyledons,Polygonaceae,Chorizanthe brevicornu var. spathulata,Accepted,,
Dicotyledons,Polygonaceae,Chorizanthe membranacea,Accepted,,
Dicotyledons,Polygonaceae,Chorizanthe spathulata,Synonym,Chorizanthe brevicornu var. spathulata,
Dicotyledons,Polygonaceae,Chorizanthe watsonii,Accepted,,
Dicotyledons,Polygonaceae,Eriogonella membranacea,Synonym,Chorizanthe membranacea,
Dicotyledons,Polygonaceae,Eriogonum androsaceum,Synonym,Eriogonum flavum var. piperi,
Dicotyledons,Polygonaceae,Eriogonum angulosum,Synonym,Eriogonum maculatum,
Dicotyledons,Polygonaceae,Eriogonum angulosum var. maculatum,Synonym,Eriogonum maculatum,
Dicotyledons,Polygonaceae,Eriogonum baileyi,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum baileyi var. baileyi,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum brachyanthum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum caespitosum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum calcareum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum cernuum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum cernuum var. cernuum,Synonym,Eriogonum cernuum,
Dicotyledons,Polygonaceae,Eriogonum cernuum var. viminale,Synonym,Eriogonum cernuum,
Dicotyledons,Polygonaceae,Eriogonum cespitosum,Synonym,Eriogonum caespitosum,orthographic variant
Dicotyledons,Polygonaceae,Eriogonum chrysocephalum,Synonym,Eriogonum cusickii,
Dicotyledons,Polygonaceae,Eriogonum chrysops,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum collinum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum compositum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum compositum var. compositum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum compositum var. leianthum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum crosbyae,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum crosbyae var. crosbyae,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum crosbyae var. mystrium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum cusickii,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum deflexum,Synonym,Eriogonum watsonii,
Dicotyledons,Polygonaceae,Eriogonum deflexum var. multipedunculatum,Synonym,Eriogonum watsonii,
Dicotyledons,Polygonaceae,Eriogonum diclinum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum douglasii,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum douglasii var. douglasii,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum douglasii var. meridionale,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum douglasii var. tenue,Synonym,Eriogonum sphaerocephalum var. sublineare,
Dicotyledons,Polygonaceae,Eriogonum elatum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum elatum var. elatum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum elatum var. villosum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum flavissimum,Synonym,Eriogonum strictum var. anserinum,
Dicotyledons,Polygonaceae,Eriogonum flavum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum flavum var. piperi,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum heracleoides,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum heracleoides var. angustifolium,Synonym,Eriogonum heracleoides var. heracleoides,
Dicotyledons,Polygonaceae,Eriogonum heracleoides var. heracleoides,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum hookeri,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum latifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum lobbii,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum lobbii var. lobbii,Synonym,Eriogonum lobbii,
Dicotyledons,Polygonaceae,Eriogonum luteolum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum luteolum var. luteolum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum maculatum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum marifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum marifolium var. marifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum microtheca,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum microtheca var. ambiguum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum microtheca var. laxiflorum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum microtheca var. microtheca,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum microthecum,Synonym,Eriogonum microtheca,orthographic variant
Dicotyledons,Polygonaceae,Eriogonum microthecum var. ambiguum,Synonym,Eriogonum microtheca var. ambiguum,
Dicotyledons,Polygonaceae,Eriogonum microthecum var. laxiflorum,Synonym,Eriogonum microtheca var. laxiflorum,
Dicotyledons,Polygonaceae,Eriogonum microthecum var. microthecum,Synonym,Eriogonum microtheca var. microtheca,
Dicotyledons,Polygonaceae,Eriogonum nidularium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum niveum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum niveum var. decumbens,Synonym,Eriogonum niveum,
Dicotyledons,Polygonaceae,Eriogonum niveum var. niveum,Synonym,Eriogonum niveum,
Dicotyledons,Polygonaceae,Eriogonum novonudum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nudum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nudum var. nudum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nudum var. oblongifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nudum var. paralinum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nudum var. pubiflorum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nutans,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum nutans var. nutans,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ochrocephalum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ochrocephalum ssp. calcareum,Synonym,Eriogonum calcareum,
Dicotyledons,Polygonaceae,Eriogonum ochrocephalum var. calcareum,Synonym,Eriogonum calcareum,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium ssp. chrysops,Synonym,Eriogonum chrysops,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium ssp. flavissimum,Synonym,Eriogonum strictum var. anserinum,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium ssp. ovalifolium,Synonym,Eriogonum ovalifolium var. ovalifolium,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. celsum,Synonym,Eriogonum ovalifolium var. purpureum,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. depressum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. nivale,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. ovalifolium,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. purpureum,Accepted,,
Dicotyledons,Polygonaceae,Eriogonum ovalifolium var. rubidum,Accepted,,
